id	geom	mi	inom	nome_carta
6023	0106000020EF7C000001000000010300000001000000050000004792C38FDB4C2341FE008F1B289B5E41AA8BB436944D2341B0EBDC17AAA85E41AEE9CE9D20B52341D4FCC7F292A85E419A50E27B55B42341EB7444D2109B5E414792C38FDB4C2341FE008F1B289B5E41	2385-4-NO	SE-23-X-C-VI-4-NO	\N
6024	0106000020EF7C000001000000010300000001000000050000009A50E27B55B42341EB7444D2109B5E41AEE9CE9D20B52341D4FCC7F292A85E411C642928AE1C244112A5E59879A85E41BD9A248AD01B2441261CB950F79A5E419A50E27B55B42341EB7444D2109B5E41	2385-4-NE	SE-23-X-C-VI-4-NE	\N
6025	0106000020EF7C00000100000001030000000100000005000000EB5D872675172241C538DFE463B65E418203C89FF4172241C75A4E73E5C35E412D010BCCA27F22417653E11FD5C35E418CF5E51A117F22418CFC6C7753B65E41EB5D872675172241C538DFE463B65E41	2384-2-NE	SE-23-X-C-V-2-NE	\N
6026	0106000020EF7C000001000000010300000001000000050000008CF5E51A117F22418CFC6C7753B65E412D010BCCA27F22417653E11FD5C35E41972BB2CD51E72241A42CED9EC2C35E4110FBDBE3ADE622417827FBD840B65E418CF5E51A117F22418CFC6C7753B65E41	2385-1-NO	SE-23-X-C-VI-1-NO	\N
6027	0106000020EF7C000001000000010300000001000000050000008203C89FF4172241C75A4E73E5C35E41C3169D3773182241A10DDFF666D15E4123DE8D7B3380224136868BBD56D15E412D010BCCA27F22417653E11FD5C35E418203C89FF4172241C75A4E73E5C35E41	2346-4-SE	SE-23-X-C-II-4-SE	\N
6028	0106000020EF7C000001000000010300000001000000050000002D010BCCA27F22417653E11FD5C35E4123DE8D7B3380224136868BBD56D15E417D7FAE95F4E72241360E2C5A44D15E41972BB2CD51E72241A42CED9EC2C35E412D010BCCA27F22417653E11FD5C35E41	2347-3-SO	SE-23-X-C-III-3-SO	\N
6029	0106000020EF7C00000100000001030000000100000005000000200CFF9B4B4E23418B946F092CB65E4188C06CBF014F234165DF57F0ADC35E417EF3EABBB2B62341CF53041497C35E412DB9E55DEAB52341420AAD0815B65E41200CFF9B4B4E23418B946F092CB65E41	2385-2-NO	SE-23-X-C-VI-2-NO	\N
6030	0106000020EF7C000001000000010300000001000000050000002DB9E55DEAB52341420AAD0815B65E417EF3EABBB2B62341CF53041497C35E410B09DEDD641E2441A260D2097EC35E4183A027448A1D2441383A93D6FBB55E412DB9E55DEAB52341420AAD0815B65E41	2385-2-NE	SE-23-X-C-VI-2-NE	\N
6031	0106000020EF7C0000010000000103000000010000000500000088C06CBF014F234165DF57F0ADC35E417EB6C7A0B64F23411BBDA6CC2FD15E417437A3B779B72341F79CDE1419D15E417EF3EABBB2B62341CF53041497C35E4188C06CBF014F234165DF57F0ADC35E41	2347-4-SO	SE-23-X-C-III-4-SO	\N
6032	0106000020EF7C000001000000010300000001000000050000007EF3EABBB2B62341CF53041497C35E417437A3B779B72341F79CDE1419D15E41FCCA0BF53D1F244119AAB33200D15E410B09DEDD641E2441A260D2097EC35E417EF3EABBB2B62341CF53041497C35E41	2347-4-SE	SE-23-X-C-III-4-SE	\N
6033	0106000020EF7C000001000000010300000001000000050000004A6ABBB867812441E012E090D67F5E41AD64AA175B822441B63D1319598D5E41618A961AC6E9244138112DF83A8D5E418801B1FCBFE824417C5EB441B87F5E414A6ABBB867812441E012E090D67F5E41	2424-1-NE	SE-23-Z-B-I-1-NE	\N
6034	0106000020EF7C000001000000010300000001000000050000008801B1FCBFE824417C5EB441B87F5E41618A961AC6E9244138112DF83A8D5E4149F96C8D325125410986209B1A8D5E414CD722AF1950254183F4F3B2977F5E418801B1FCBFE824417C5EB441B87F5E41	2424-2-NO	SE-23-Z-B-I-2-NO	\N
6035	0106000020EF7C000001000000010300000001000000050000004CD722AF1950254183F4F3B2977F5E4149F96C8D325125410986209B1A8D5E414CA67C8AA0B82541495FC001F88C5E4169A345EA74B72541196771E4747F5E414CD722AF1950254183F4F3B2977F5E41	2424-2-NE	SE-23-Z-B-I-2-NE	\N
6036	0106000020EF7C00000100000001030000000100000005000000AD64AA175B822441B63D1319598D5E41487EEFD44C832441FD42C996DB9A5E41E544A976CAEA24410D194EA4BD9A5E41618A961AC6E9244138112DF83A8D5E41AD64AA175B822441B63D1319598D5E41	2386-3-SE	SE-23-X-D-IV-3-SE	\N
6037	0106000020EF7C00000100000001030000000100000005000000618A961AC6E9244138112DF83A8D5E41E544A976CAEA24410D194EA4BD9A5E41948EB98949522541C0B01D799D9A5E4149F96C8D325125410986209B1A8D5E41618A961AC6E9244138112DF83A8D5E41	2386-4-SO	SE-23-X-D-IV-4-SO	\N
6038	0106000020EF7C00000100000001030000000100000005000000487EEFD44C832441FD42C996DB9A5E4127F642F03C8424417D58120A5EA85E41F5DA9B10CDEB2441EC71274640A85E41E544A976CAEA24410D194EA4BD9A5E41487EEFD44C832441FD42C996DB9A5E41	2386-3-NE	SE-23-X-D-IV-3-NE	\N
6039	0106000020EF7C00000100000001030000000100000005000000E544A976CAEA24410D194EA4BD9A5E41F5DA9B10CDEB2441EC71274640A85E4148A8B5A35E5325417832FB4C20A85E41948EB98949522541C0B01D799D9A5E41E544A976CAEA24410D194EA4BD9A5E41	2386-4-NO	SE-23-X-D-IV-4-NO	\N
6040	0106000020EF7C0000010000000103000000010000000500000049F96C8D325125410986209B1A8D5E41948EB98949522541C0B01D799D9A5E410E6C8928CAB92541C7FE0A157B9A5E414CA67C8AA0B82541495FC001F88C5E4149F96C8D325125410986209B1A8D5E41	2386-4-SE	SE-23-X-D-IV-4-SE	\N
6041	0106000020EF7C00000100000001030000000100000005000000948EB98949522541C0B01D799D9A5E4148A8B5A35E5325417832FB4C20A85E41296913C4F1BA2541FBC0601EFEA75E410E6C8928CAB92541C7FE0A157B9A5E41948EB98949522541C0B01D799D9A5E41	2386-4-NE	SE-23-X-D-IV-4-NE	\N
6042	0106000020EF7C00000100000001030000000100000005000000F99E4FC8D11E26414D23FCD54F7F5E41860C162C10202641623EDC2BD38C5E413E478B8C8187264171A24019AC8C5E41069E7863308626417A706087287F5E41F99E4FC8D11E26414D23FCD54F7F5E41	2425-1-NE	SE-23-Z-B-II-1-NE	\N
6043	0106000020EF7C00000100000001030000000100000005000000069E7863308626417A706087287F5E413E478B8C8187264171A24019AC8C5E41192C30C6F4EE26419AE7B6C9828C5E415F29FAD590ED2641A46F67F8FE7E5E41069E7863308626417A706087287F5E41	2425-2-NO	SE-23-Z-B-II-2-NO	\N
6044	0106000020EF7C00000100000001030000000100000005000000860C162C10202641623EDC2BD38C5E412B79836D4C2126418CD9E577569A5E412EF71373D088264194F87AA12F9A5E413E478B8C8187264171A24019AC8C5E41860C162C10202641623EDC2BD38C5E41	2387-3-SE	SE-23-X-D-V-3-SE	\N
6045	0106000020EF7C000001000000010300000001000000050000002B79836D4C2126418CD9E577569A5E41A7B8398C862226417A2928BAD9A75E4173DCAE161D8A2641905C1E20B3A75E412EF71373D088264194F87AA12F9A5E412B79836D4C2126418CD9E577569A5E41	2387-3-NE	SE-23-X-D-V-3-NE	\N
6046	0106000020EF7C000001000000010300000001000000050000003E478B8C8187264171A24019AC8C5E412EF71373D088264194F87AA12F9A5E4145E7A85356F02641DDF39391069A5E41192C30C6F4EE26419AE7B6C9828C5E413E478B8C8187264171A24019AC8C5E41	2387-4-SO	SE-23-X-D-V-4-SO	\N
6047	0106000020EF7C000001000000010300000001000000050000002EF71373D088264194F87AA12F9A5E4173DCAE161D8A2641905C1E20B3A75E41BCDFFA7DB5F12641C52E0D508AA75E4145E7A85356F02641DDF39391069A5E412EF71373D088264194F87AA12F9A5E41	2387-4-NO	SE-23-X-D-V-4-NO	\N
6048	0106000020EF7C0000010000000103000000010000000500000028895D692B852441B8C0FE72E0B55E411272F83F18862441DBCA9ED162C35E413EE7EDFCCCED24414245436B45C35E41097E21E8CDEC24415524C9DDC2B55E4128895D692B852441B8C0FE72E0B55E41	2386-1-NE	SE-23-X-D-IV-1-NE	\N
6049	0106000020EF7C00000100000001030000000100000005000000097E21E8CDEC24415524C9DDC2B55E413EE7EDFCCCED24414245436B45C35E414384732F83552541F36F96D625C35E41E0E80EDB7154254162D5C816A3B55E41097E21E8CDEC24415524C9DDC2B55E41	2386-2-NO	SE-23-X-D-IV-2-NO	\N
6050	0106000020EF7C000001000000010300000001000000050000001272F83F18862441DBCA9ED162C35E419369CD7303872441A3D20226E5D05E416457B54ECAEE244116F6A5EEC7D05E413EE7EDFCCCED24414245436B45C35E411272F83F18862441DBCA9ED162C35E41	2348-3-SE	SE-23-X-D-I-3-SE	\N
6051	0106000020EF7C000001000000010300000001000000050000003EE7EDFCCCED24414245436B45C35E416457B54ECAEE244116F6A5EEC7D05E41D33F92A092562541DCE4738CA8D05E414384732F83552541F36F96D625C35E413EE7EDFCCCED24414245436B45C35E41	2348-4-SO	SE-23-X-D-I-4-SO	\N
6052	0106000020EF7C00000100000001030000000100000005000000E0E80EDB7154254162D5C816A3B55E414384732F83552541F36F96D625C35E413CE33FF23ABD2541D1D76B1304C35E4143ADC25C17BC2541722DD11D81B55E41E0E80EDB7154254162D5C816A3B55E41	2386-2-NE	SE-23-X-D-IV-2-NE	\N
6053	0106000020EF7C000001000000010300000001000000050000004384732F83552541F36F96D625C35E41D33F92A092562541DCE4738CA8D05E41395134845CBE2541BA5F40FF86D05E413CE33FF23ABD2541D1D76B1304C35E414384732F83552541F36F96D625C35E41	2348-4-SE	SE-23-X-D-I-4-SE	\N
6054	0106000020EF7C00000100000001030000000100000005000000B043DB87BE232641CB6EB2F25CB55E410A380B60F4242641F9F59321E0C25E419C6B8F93AF8C2641292FDC00BAC25E417DD4F876678B2641C2C3399536B55E41B043DB87BE232641CB6EB2F25CB55E41	2387-1-NE	SE-23-X-D-V-1-NE	\N
6055	0106000020EF7C000001000000010300000001000000050000000A380B60F4242641F9F59321E0C25E4192586D14282626414917DC4663D05E4113DD106CF58D264154AB14633DD05E419C6B8F93AF8C2641292FDC00BAC25E410A380B60F4242641F9F59321E0C25E41	2349-3-SE	SE-23-X-D-II-3-SE	\N
6056	0106000020EF7C000001000000010300000001000000050000007DD4F876678B2641C2C3399536B55E419C6B8F93AF8C2641292FDC00BAC25E416E3788A76CF426411CD30EB191C25E410753BD4412F326411F3E31050EB55E417DD4F876678B2641C2C3399536B55E41	2387-2-NO	SE-23-X-D-V-2-NO	\N
6057	0106000020EF7C000001000000010300000001000000050000009C6B8F93AF8C2641292FDC00BAC25E4113DD106CF58D264154AB14633DD05E41073CF4A5C4F526413CAAB45315D05E416E3788A76CF426411CD30EB191C25E419C6B8F93AF8C2641292FDC00BAC25E41	2349-4-SO	SE-23-X-D-II-4-SO	\N
6058	0106000020EF7C00000100000001030000000100000005000000C3169D3773182241A10DDFF666D15E411627E1EDF0182241A8BDA26FE8DE5E4197BD4329C3802241A3E07C50D8DE5E4123DE8D7B3380224136868BBD56D15E41C3169D3773182241A10DDFF666D15E41	2346-4-NE	SE-23-X-C-II-4-NE	\N
6059	0106000020EF7C0000010000000103000000010000000500000023DE8D7B3380224136868BBD56D15E4197BD4329C3802241A3E07C50D8DE5E41A7C7A03B96E822412EF3C80AC6DE5E417D7FAE95F4E72241360E2C5A44D15E4123DE8D7B3380224136868BBD56D15E41	2347-3-NO	SE-23-X-C-III-3-NO	\N
6060	0106000020EF7C0000010000000103000000010000000500000093076FC26D19224162E4AADD69EC5E4105CF21B5E919224174080941EBF95E417CCB9E7EDF812241387D7A56DBF95E41101E02D551812241A8BBC6D859EC5E4193076FC26D19224162E4AADD69EC5E41	2346-2-NE	SE-23-X-C-II-2-NE	\N
6061	0106000020EF7C00000100000001030000000100000005000000101E02D551812241A8BBC6D859EC5E417CCB9E7EDF812241387D7A56DBF95E41C22BA820D6E922411EA4614CC9F95E410C2C59BF36E92241840FD5B047EC5E41101E02D551812241A8BBC6D859EC5E41	2347-1-NO	SE-23-X-C-III-1-NO	\N
6062	0106000020EF7C000001000000010300000001000000050000007EB6C7A0B64F23411BBDA6CC2FD15E41605CDA3F6A502341802B6D9EB1DE5E41628ED3503FB8234109B64C0B9BDE5E417437A3B779B72341F79CDE1419D15E417EB6C7A0B64F23411BBDA6CC2FD15E41	2347-4-NO	SE-23-X-C-III-4-NO	\N
6063	0106000020EF7C000001000000010300000001000000050000007437A3B779B72341F79CDE1419D15E41628ED3503FB8234109B64C0B9BDE5E41D78770891520244111B5475182DE5E41FCCA0BF53D1F244119AAB33200D15E417437A3B779B72341F79CDE1419D15E41	2347-4-NE	SE-23-X-C-III-4-NE	\N
6064	0106000020EF7C0000010000000103000000010000000500000054816F9C1C5123414235BC6533EC5E41585552B6CD512341D9F1A422B5F95E410EAFB25AC6B92341AED827D99EF95E411D6C418703B923410C7C5FF71CEC5E4154816F9C1C5123414235BC6533EC5E41	2347-2-NO	SE-23-X-C-III-2-NO	\N
6065	0106000020EF7C000001000000010300000001000000050000001D6C418703B923410C7C5FF71CEC5E410EAFB25AC6B92341AED827D99EF95E41AFBDDF28C021244118C8CA6F86F95E416155CC9AEB2024418E2C9F6504EC5E411D6C418703B923410C7C5FF71CEC5E41	2347-2-NE	SE-23-X-C-III-2-NE	\N
6066	0106000020EF7C0000010000000103000000010000000500000005CF21B5E919224174080941EBF95E41F0D7D4C5641A224188BDCE996C075F4138DFEF256C8222413498A9C95C075F417CCB9E7EDF812241387D7A56DBF95E4105CF21B5E919224174080941EBF95E41	2306-4-SE	SE-23-X-A-V-4-SE	\N
6067	0106000020EF7C000001000000010300000001000000050000007CCB9E7EDF812241387D7A56DBF95E4138DFEF256C8222413498A9C95C075F41FF9C5E5F74EA2241B2FE7FDD4A075F41C22BA820D6E922411EA4614CC9F95E417CCB9E7EDF812241387D7A56DBF95E41	2307-3-SO	SE-23-X-A-VI-3-SO	\N
6068	0106000020EF7C0000010000000103000000010000000500000097C063F4DE1A22413AA40DE8ED145F41066BAA40581B2241016AD72B6F225F415522096D8283224119E6BF905F225F4112C0CBCAF7822241558C6532DE145F4197C063F4DE1A22413AA40DE8ED145F41	2306-2-SE	SE-23-X-A-V-2-SE	\N
6069	0106000020EF7C0000010000000103000000010000000500000012C0CBCAF7822241558C6532DE145F415522096D8283224119E6BF905F225F41CAE04674ADEB22413C7CB7E04D225F4126AD4D7B11EB2241B2794164CC145F4112C0CBCAF7822241558C6532DE145F41	2307-1-SO	SE-23-X-A-VI-1-SO	\N
6070	0106000020EF7C00000100000001030000000100000005000000585552B6CD512341D9F1A422B5F95E4143694E8D7D522341718538D536075F4134A0EDCA87BA234132C2B6B020075F410EAFB25AC6B92341AED827D99EF95E41585552B6CD512341D9F1A422B5F95E41	2307-4-SO	SE-23-X-A-VI-4-SO	\N
6071	0106000020EF7C000001000000010300000001000000050000000EAFB25AC6B92341AED827D99EF95E4134A0EDCA87BA234132C2B6B020075F412CBF6B3393222441A54BDB6F08075F41AFBDDF28C021244118C8CA6F86F95E410EAFB25AC6B92341AED827D99EF95E41	2307-4-SE	SE-23-X-A-VI-4-SE	\N
6072	0106000020EF7C00000100000001030000000100000005000000D4AE2F212C532341D420887DB8145F41B678C271D95323415601A51B3A225F4152C6DB8006BC234134536C4124225F4130F3B8D747BB2341523B1D7EA2145F41D4AE2F212C532341D420887DB8145F41	2307-2-SO	SE-23-X-A-VI-2-SO	\N
6073	0106000020EF7C0000010000000103000000010000000500000030F3B8D747BB2341523B1D7EA2145F4152C6DB8006BC234134536C4124225F4165CDF3BC342424413158EE510C225F41AACC31BA642324417E87E1658A145F4130F3B8D747BB2341523B1D7EA2145F41	2307-2-SE	SE-23-X-A-VI-2-SE	\N
6074	0106000020EF7C000001000000010300000001000000050000009369CD7303872441A3D20226E5D05E4158A69604ED87244151403B7067DE5E4108972CDDC5EF2441866401684ADE5E416457B54ECAEE244116F6A5EEC7D05E419369CD7303872441A3D20226E5D05E41	2348-3-NE	SE-23-X-D-I-3-NE	\N
6075	0106000020EF7C000001000000010300000001000000050000006457B54ECAEE244116F6A5EEC7D05E4108972CDDC5EF2441866401684ADE5E417B721A2EA0572541ED2271382BDE5E41D33F92A092562541DCE4738CA8D05E416457B54ECAEE244116F6A5EEC7D05E41	2348-4-NO	SE-23-X-D-I-4-NO	\N
6076	0106000020EF7C00000100000001030000000100000005000000D33F92A092562541DCE4738CA8D05E417B721A2EA0572541ED2271382BDE5E41BBD849127CBF2541C5705EE109DE5E41395134845CBE2541BA5F40FF86D05E41D33F92A092562541DCE4738CA8D05E41	2348-4-NE	SE-23-X-D-I-4-NE	\N
6077	0106000020EF7C0000010000000103000000010000000500000012DD0EF2D48824418F8858B0E9EB5E418240F13BBB892441602C6BE66BF95E41154E00AFB7F12441296EE33C4FF95E4187F608A8BFF0244182CA65D7CCEB5E4112DD0EF2D48824418F8858B0E9EB5E41	2348-1-NE	SE-23-X-D-I-1-NE	\N
6078	0106000020EF7C0000010000000103000000010000000500000087F608A8BFF0244182CA65D7CCEB5E41154E00AFB7F12441296EE33C4FF95E41C070279DB5592541FAF10A7330F95E41BC04BCD7AB58254104259EDAADEB5E4187F608A8BFF0244182CA65D7CCEB5E41	2348-2-NO	SE-23-X-D-I-2-NO	\N
6079	0106000020EF7C00000100000001030000000100000005000000BC04BCD7AB58254104259EDAADEB5E41C070279DB5592541FAF10A7330F95E4157C38221B5C12541B717B6880FF95E41A6F62A9C99C025415CC2D5B98CEB5E41BC04BCD7AB58254104259EDAADEB5E41	2348-2-NE	SE-23-X-D-I-2-NE	\N
6080	0106000020EF7C0000010000000103000000010000000500000092586D14282626414917DC4663D05E41500DA6A459272641BA369A62E6DD5E412A131C00398F26415150F2BBC0DD5E4113DD106CF58D264154AB14633DD05E4192586D14282626414917DC4663D05E41	2349-3-NE	SE-23-X-D-II-3-NE	\N
6081	0106000020EF7C0000010000000103000000010000000500000013DD106CF58D264154AB14633DD05E412A131C00398F26415150F2BBC0DD5E41CEC89A3F1AF726413E8B31ED98DD5E41073CF4A5C4F526413CAAB45315D05E4113DD106CF58D264154AB14633DD05E41	2349-4-NO	SE-23-X-D-II-4-NO	\N
6082	0106000020EF7C000001000000010300000001000000050000008A635A1089282641EBC3DD7469EB5E41D30D3057B62926410E3AB67DECF85E41E4E14E59B9912641E4ADD951C7F85E4142A7504F7A9026419241840B44EB5E418A635A1089282641EBC3DD7469EB5E41	2349-1-NE	SE-23-X-D-II-1-NE	\N
6083	0106000020EF7C0000010000000103000000010000000500000042A7504F7A9026419241840B44EB5E41E4E14E59B9912641E4ADD951C7F85E41C2B70043BEF92641B0C1EB04A0F85E41B7FE15746DF826410E49947D1CEB5E4142A7504F7A9026419241840B44EB5E41	2349-2-NO	SE-23-X-D-II-2-NO	\N
6084	0106000020EF7C000001000000010300000001000000050000008240F13BBB892441602C6BE66BF95E418B81F9E19F8A244108B98312EE065F41CCFDC8F1ADF22441B1A18A98D1065F41154E00AFB7F12441296EE33C4FF95E418240F13BBB892441602C6BE66BF95E41	2308-3-SE	SE-23-X-B-IV-3-SE	\N
6085	0106000020EF7C00000100000001030000000100000005000000154E00AFB7F12441296EE33C4FF95E41CCFDC8F1ADF22441B1A18A98D1065F4160C20D7EBD5A2541949CC701B3065F41C070279DB5592541FAF10A7330F95E41154E00AFB7F12441296EE33C4FF95E41	2308-4-SO	SE-23-X-B-IV-4-SO	\N
6086	0106000020EF7C00000100000001030000000100000005000000C070279DB5592541FAF10A7330F95E4160C20D7EBD5A2541949CC701B3065F41B2F2FCA1CEC22541C23F0F4E92065F4157C38221B5C12541B717B6880FF95E41C070279DB5592541FAF10A7330F95E41	2308-4-SE	SE-23-X-B-IV-4-SE	\N
6087	0106000020EF7C0000010000000103000000010000000500000035CFE3E3828B2441FCC7B23470145F41BDD66C41648C2441C9FE084DF2215F41E78DAA2995F424412C3D9732D6215F41B9ED1970A2F3244150C36BEA53145F4135CFE3E3828B2441FCC7B23470145F41	2308-1-SE	SE-23-X-B-IV-1-SE	\N
6088	0106000020EF7C00000100000001030000000100000005000000B9ED1970A2F3244150C36BEA53145F41E78DAA2995F424412C3D9732D6215F41B41E1291C75C2541BF107102B8215F413A97207AC35B25416443E48635145F41B9ED1970A2F3244150C36BEA53145F41	2308-2-SO	SE-23-X-B-IV-2-SO	\N
6089	0106000020EF7C000001000000010300000001000000050000003A97207AC35B25416443E48635145F41B41E1291C75C2541BF107102B8215F41D8520A93FBC425419E7D6BBC97215F4129D4451DE6C325410615F10915145F413A97207AC35B25416443E48635145F41	2308-2-SE	SE-23-X-B-IV-2-SE	\N
6090	0106000020EF7C00000100000001030000000100000005000000D30D3057B62926410E3AB67DECF85E411B64CD78E12A2641D41F337D6F065F41D2BAB71DF69226415ACF018F4A065F41E4E14E59B9912641E4ADD951C7F85E41D30D3057B62926410E3AB67DECF85E41	2309-3-SE	SE-23-X-B-V-3-SE	\N
6091	0106000020EF7C00000100000001030000000100000005000000E4E14E59B9912641E4ADD951C7F85E41D2BAB71DF69226415ACF018F4A065F410987F6AB0CFB264132DE468323065F41C2B70043BEF92641B0C1EB04A0F85E41E4E14E59B9912641E4ADD951C7F85E41	2309-4-SO	SE-23-X-B-V-4-SO	\N
6092	0106000020EF7C00000100000001030000000100000005000000BB63D9740A2C264158076473F2135F418EAFFB4A312D26410C8E586075215F41259350D468952641D75107EE50215F411AD92C9C3094264134EB0BC3CD135F41BB63D9740A2C264158076473F2135F41	2309-1-SE	SE-23-X-B-V-1-SE	\N
6093	0106000020EF7C000001000000010300000001000000050000001AD92C9C3094264134EB0BC3CD135F41259350D468952641D75107EE50215F41BF52754AA2FD2641BEDD43652A215F41D9B893AE58FC26419492B4F8A6135F411AD92C9C3094264134EB0BC3CD135F41	2309-2-SO	SE-23-X-B-V-2-SO	\N
6094	0106000020EF7C00000100000001030000000100000005000000B26DD9E9F3721A41B99A892388225F41ECDCBDE847721A416D9A503209305F41EA9E66D0BA421B418438137F12305F41B43CBD6944431B41F3CC478091225F41B26DD9E9F3721A41B99A892388225F41	2303-2-NE	SE-23-V-B-V-2-NE	\N
6095	0106000020EF7C00000100000001030000000100000005000000ECDCBDE847721A416D9A503209305F41C655452B9D711A412E28A7368A3D5F419523F73932421B41CAA36273933D5F41EA9E66D0BA421B418438137F12305F41ECDCBDE847721A416D9A503209305F41	2263-4-SE	SE-23-V-B-II-4-SE	\N
6096	0106000020EF7C00000100000001030000000100000005000000B43CBD6944431B41F3CC478091225F41EA9E66D0BA421B418438137F12305F41A6D673DC2C131C41444BB9BA19305F414067C90E94131C4181245CC898225F41B43CBD6944431B41F3CC478091225F41	2304-1-NO	SE-23-V-B-VI-1-NO	\N
6097	0106000020EF7C000001000000010300000001000000050000004067C90E94131C4181245CC898225F41A6D673DC2C131C41444BB9BA19305F41B237CD439EE31C41E5204DE51E305F413BA5B40FE3E31C4116FDD0FB9D225F414067C90E94131C4181245CC898225F41	2304-1-NE	SE-23-V-B-VI-1-NE	\N
6098	0106000020EF7C00000100000001030000000100000005000000EA9E66D0BA421B418438137F12305F419523F73932421B41CAA36273933D5F41B6A24A6CC6121C41F87491A29A3D5F41A6D673DC2C131C41444BB9BA19305F41EA9E66D0BA421B418438137F12305F41	2264-3-SO	SE-23-V-B-III-3-SO	\N
6099	0106000020EF7C00000100000001030000000100000005000000A6D673DC2C131C41444BB9BA19305F41B6A24A6CC6121C41F87491A29A3D5F41093A58F959E31C4158DC3DC49F3D5F41B237CD439EE31C41E5204DE51E305F41A6D673DC2C131C41444BB9BA19305F41	2264-3-SE	SE-23-V-B-III-3-SE	\N
6100	0106000020EF7C0000010000000103000000010000000500000058FD34A331B41D41ACBCAD1AA1225F4182C2593D0FB41D41C215D6FE21305F410000000080841E416E94580723305F410000000080841E419CD3F624A2225F4158FD34A331B41D41ACBCAD1AA1225F41	2304-2-NE	SE-23-V-B-VI-2-NE	\N
6101	0106000020EF7C000001000000010300000001000000050000000000000080841E419CD3F624A2225F410000000080841E416E94580723305F417E3DA6C2F0541F41C215D6FE21305F41A802CB5CCE541F41ACBCAD1AA1225F410000000080841E419CD3F624A2225F41	2305-1-NO	SE-23-X-A-IV-1-NO	\N
6102	0106000020EF7C0000010000000103000000010000000500000082C2593D0FB41D41C215D6FE21305F41729B3718EDB31D418B2C6FD8A23D5F410000000080841E414FCA29DFA33D5F410000000080841E416E94580723305F4182C2593D0FB41D41C215D6FE21305F41	2264-4-SE	SE-23-V-B-III-4-SE	\N
6103	0106000020EF7C000001000000010300000001000000050000000000000080841E416E94580723305F410000000080841E414FCA29DFA33D5F418E64C8E712551F418B2C6FD8A23D5F417E3DA6C2F0541F41C215D6FE21305F410000000080841E416E94580723305F41	2265-3-SO	SE-23-X-A-I-3-SO	\N
6104	0106000020EF7C000001000000010300000001000000050000008044A2B1F3701A41B84C9F300B4B5F4178B4067C4B701A41721D4B208C585F41A8956E1624411B41E4F8D53C95585F416C1E97A6AA411B41722B485D144B5F418044A2B1F3701A41B84C9F300B4B5F41	2263-2-SE	SE-23-V-B-II-2-SE	\N
6105	0106000020EF7C0000010000000103000000010000000500000078B4067C4B701A41721D4B208C585F411F50A48AA46F1A4155BCBC050D665F41FB41A5899E401B412B421E1216665F41A8956E1624411B41E4F8D53C95585F4178B4067C4B701A41721D4B208C585F41	2263-2-NE	SE-23-V-B-II-2-NE	\N
6106	0106000020EF7C000001000000010300000001000000050000006C1E97A6AA411B41722B485D144B5F41A8956E1624411B41E4F8D53C95585F41190BF6D2FB111C41C68EFB529C585F4187086CBE60121C41D1CDF67F1B4B5F416C1E97A6AA411B41722B485D144B5F41	2264-1-SO	SE-23-V-B-III-1-SO	\N
6107	0106000020EF7C0000010000000103000000010000000500000087086CBE60121C41D1CDF67F1B4B5F41190BF6D2FB111C41C68EFB529C585F41580716E9D2E21C411604C662A1585F4130D4693016E31C41B766B598204B5F4187086CBE60121C41D1CDF67F1B4B5F41	2264-1-SE	SE-23-V-B-III-1-SE	\N
6108	0106000020EF7C00000100000001030000000100000005000000A8956E1624411B41E4F8D53C95585F41FB41A5899E401B412B421E1216665F41487306AA97111C4178FDB11B1D665F41190BF6D2FB111C41C68EFB529C585F41A8956E1624411B41E4F8D53C95585F41	2264-1-NO	SE-23-V-B-III-1-NO	\N
6109	0106000020EF7C00000100000001030000000100000005000000190BF6D2FB111C41C68EFB529C585F41487306AA97111C4178FDB11B1D665F41F3AD702390E21C413C05822222665F41580716E9D2E21C411604C662A1585F41190BF6D2FB111C41C68EFB529C585F41	2264-1-NE	SE-23-V-B-III-1-NE	\N
6110	0106000020EF7C00000100000001030000000100000005000000E09BD833CBB31D41F43E8BA7234B5F4129C44690A9B31D41BC973C6CA4585F410000000080841E41A2A2636FA5585F410000000080841E4162B57CAC244B5F41E09BD833CBB31D41F43E8BA7234B5F41	2264-2-SE	SE-23-V-B-III-2-SE	\N
6111	0106000020EF7C000001000000010300000001000000050000000000000080841E4162B57CAC244B5F410000000080841E41A2A2636FA5585F41D73BB96F56551F41BC973C6CA4585F41206427CC34551F41F43E8BA7234B5F410000000080841E4162B57CAC244B5F41	2265-1-SO	SE-23-X-A-I-1-SO	\N
6112	0106000020EF7C0000010000000103000000010000000500000029C44690A9B31D41BC973C6CA4585F4149018C2D88B31D415C8E952625665F410000000080841E41BFEBF02726665F410000000080841E41A2A2636FA5585F4129C44690A9B31D41BC973C6CA4585F41	2264-2-NE	SE-23-V-B-III-2-NE	\N
6113	0106000020EF7C000001000000010300000001000000050000000000000080841E41A2A2636FA5585F410000000080841E41BFEBF02726665F41B7FE73D277551F415C8E952625665F41D73BB96F56551F41BC973C6CA4585F410000000080841E41A2A2636FA5585F41	2265-1-NO	SE-23-X-A-I-1-NO	\N
